,study.id,study.type,continent,study.yrs,exp.duration,yrs,lat,long,elevation ,map,mat,phot,dom.plant,plant.life,plant.season,aridity.index,Aridity Index,humid,clim,PET,MAP.clim,MAT.clim,system,sub.system,soil.class,sand,clay,silt,starting.bD,starting.bD.units,reps.exp,reps.control,graz.exp.rate,graz.control.rate,graz.exp.strat,graz.control.strat,animal1.exp.rate,animal1.exp,animal2.exp.rate,animal2.exp,animal1.control.rate,animal1.control,animal2.control.rate,animal2.control,animal.unit,animal.rate.unit,soil.upper,soil.lower,soil.dept,meanBD.exp,sdBD.exp,seBD.exp,meanBD.control,sdBD.control,seBD.control,BD.units,BD?,meanSOC.exp,sdSOC.exp,seSOC.exp,meanSOC.control,sdSOC.control,seSOC.control,SOC.units,meanSOC.exp.gkg,sdSOC.exp.gkg,seSOC.exp.gkg,meanSOC.control.gkg,sdSOC.control.gkg,seSOC.control.gkg,SOC.units,SOC?,seWHC.exp,meanWHC.control,seWHC.control,WHC.units,meanSOM.exp,sdSOM.exp,seSOM.exp,meanSOM.control,sdSOM.control,seSOM.control,SOM.units,meanSOM.exp.gkg,sdSOM.exp.gkg,seSOM.exp.gkg,meanSOM.control.gkg,sdSOM.control.gkg,seSOM.control.gkg,SOM.units.gkg,meanCN.exp,sdCN.exp,seCN.exp,meanCN.control,sdCN.control,seCN.control,CN.units,CN?,meanTN.exp,sdTN.exp,seTN.exp,meanTN.control,sdTN.control,seTN.control,TN.units,meanTN.exp.gkg,sdTN.exp.gkg,seTN.exp.gkg,meanTN.control.gkg,sdTN.control.gkg,seTN.control.gkg,TN.units,meanN2O.exp,seN2O.exp,meanN2O.control,seN2O.control,N2O.units,meanCO2.exp,seCO2.exp,meanCO2.control,seCO2.control,CO2.units,meanER.exp,seER.exp,meanER.control,seER.control,ER.units,meanNPP.exp,sdNPP.exp,seNPP.exp,meanNPP.control,sdNPP.control,seNPP.control,NPP.units,Notes
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,heavy,moderate,cont,cont,,,,,,,,,,,0,5,1,,,,,,,,0,1.06,0.023205612,,1.408,0.030824059,,%,10.6,0.232056125,0,14.08,0.308240588,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.154,0.006478418,,0.167,0.006098357,,%,1.54,0.064784183,0,1.67,0.060983575,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,heavy,low,cont,cont,,,,,,,,,,,0,5,1,,,,,,,,0,1.06,0.023205612,,1.49,0.03261921,,%,10.6,0.232056125,0,14.9,0.3261921,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.154,0.006478418,,0.185,0.006755665,,%,1.54,0.064784183,0,1.85,0.067556655,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.4,19.6,27,,,5,5,moderate,low,cont,cont,,,,,,,,,,,0,5,1,,,,,,,,0,1.408,0.030824059,,1.49,0.03261921,,%,14.08,0.308240588,0,14.9,0.3261921,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.167,0.007025298,,0.185,0.006755665,,%,1.67,0.070252978,0,1.85,0.067556655,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,heavy,moderate,cont,cont,,,,,,,,,,,5,10,1,,,,,,,,0,0.81,0.017732591,,1.132,0.024781843,,%,8.1,0.177325906,0,11.32,0.247818427,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13,0.005468795,,0.149,0.005441049,,%,1.3,0.054687947,0,1.49,0.054410495,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,heavy,low,cont,cont,,,,,,,,,,,5,10,1,,,,,,,,0,0.81,0.017732591,,1.39,0.030430001,,%,8.1,0.177325906,0,13.9,0.304300012,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13,0.005468795,,0.16,0.005842738,,%,1.3,0.054687947,0,1.6,0.058427377,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.8,20,26.2,,,5,5,moderate,low,cont,cont,,,,,,,,,,,5,10,1,,,,,,,,0,1.132,0.024781843,,1.39,0.030430001,,%,11.32,0.247818427,0,13.9,0.304300012,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.149,0.00626808,,0.16,0.005842738,,%,1.49,0.062680801,0,1.6,0.058427377,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,2.1,1.229756073,0.71,1.443,0.031590282,,%,20.52,0.44922563,0,14.43,0.315902819,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24,0.008764107,,0.172,0.007235636,,g kg-1,2.4,0.087641066,0,1.72,0.07235636,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,2.052,0.044922563,,1.443,0.031590282,,%,22.4,0.490382754,0,14.43,0.315902819,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.268,0.009786586,,0.172,0.007235636,,g kg-1,2.68,0.097865857,0,1.72,0.07235636,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.4,19.6,27,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,2.24,0.049038275,,2.052,0.044922563,,%,22.4,0.490382754,0,20.52,0.44922563,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.268,0.009786586,,0.24,0.010096236,,g kg-1,2.68,0.097865857,0,2.4,0.100962363,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,2.24,0.049038275,,0.845,0.018498814,,%,9.12,0.199655835,0,8.45,0.184988137,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.105,0.003834297,,0.099,0.004164697,,g kg-1,1.05,0.038342966,0,0.99,0.041646975,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,0.912,0.019965584,,0.845,0.018498814,,%,14.3,0.313056847,0,8.45,0.184988137,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.135,0.00492981,,0.099,0.004164697,,g kg-1,1.35,0.049298099,0,0.99,0.041646975,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.8,20,26.2,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.43,0.031305685,,0.912,0.019965584,,%,14.3,0.313056847,0,9.12,0.199655835,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.135,0.00492981,,0.105,0.004417103,,g kg-1,1.35,0.049298099,0,1.05,0.044171034,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.43,0.031305685,,1.171,0.025635634,,%,14.52,0.317873106,0,11.71,0.256356341,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.172,0.006280943,,0.1526,0.006419524,,g kg-1,1.72,0.06280943,0,1.526,0.064195236,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.452,0.031787311,,1.71,0.037435469,,%,17.3,0.378733109,0,17.1,0.374354691,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.193,0.007047802,,0.1526,0.006419524,,g kg-1,1.93,0.070478024,0,1.526,0.064195236,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.4,19.6,27,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.73,0.037873311,,1.452,0.031787311,,%,17.3,0.378733109,0,14.52,0.317873106,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.193,0.007047802,,0.172,0.007235636,,g kg-1,1.93,0.070478024,0,1.72,0.07235636,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.73,0.037873311,,0.936,0.020490994,,%,12.02,0.263142888,0,9.36,0.204909936,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.14,0.005112395,,0.1294,0.005443554,,g kg-1,1.4,0.051123955,0,1.294,0.054435541,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.202,0.026314289,,0.936,0.020490994,,%,15.2,0.332759726,0,9.36,0.204909936,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.183,0.006682631,,0.1294,0.005443554,,g kg-1,1.83,0.066826313,0,1.294,0.054435541,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.8,20,26.2,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.52,0.033275973,,1.202,0.026314289,,%,15.2,0.332759726,0,12.02,0.263142888,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.183,0.006682631,,0.14,0.005889471,,g kg-1,1.83,0.066826313,0,1.4,0.058894712,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.52,0.033275973,,1.429,0.031283793,,%,19.12,0.418576708,0,14.29,0.312837926,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.227,0.008289384,,0.172,0.007235636,,g kg-1,2.27,0.082893841,0,1.72,0.07235636,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.912,0.041857671,,1.429,0.031283793,,%,19,0.415949657,0,14.29,0.312837926,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.262,0.009567483,,0.172,0.007235636,,g kg-1,2.62,0.09567483,0,1.72,0.07235636,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.4,19.6,27,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.9,0.041594966,,1.912,0.041857671,,%,19,0.415949657,0,19.12,0.418576708,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.262,0.009567483,,0.227,0.009549357,,g kg-1,2.62,0.09567483,0,2.27,0.095493569,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.9,0.041594966,,0.657,0.014383101,,%,9.71,0.212572167,0,6.57,0.143831013,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.106,0.003870814,,0.089,0.003744021,,g kg-1,1.06,0.038708137,0,0.89,0.03744021,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,0.971,0.021257217,,0.657,0.014383101,,%,15.2,0.332759726,0,6.57,0.143831013,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,0.005842738,,0.089,0.003744021,,g kg-1,1.6,0.058427377,0,0.89,0.03744021,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.8,20,26.2,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.52,0.033275973,,0.971,0.021257217,,%,15.2,0.332759726,0,9.71,0.212572167,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,0.005842738,,0.106,0.004459171,,g kg-1,1.6,0.058427377,0,1.06,0.04459171,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.52,0.033275973,,1.06,0.023205612,,%,14.08,0.308240588,0,10.6,0.232056125,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.167,0.006098357,,0.154,0.006478418,,g kg-1,1.67,0.060983575,0,1.54,0.064784183,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,54,21.4,24.6,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.408,0.030824059,,1.06,0.023205612,,%,14.9,0.3261921,0,10.6,0.232056125,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.185,0.006755665,,0.154,0.006478418,,g kg-1,1.85,0.067556655,0,1.54,0.064784183,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.4,19.6,27,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,5,1,,,,,,,g cm-3,0,1.49,0.03261921,,1.408,0.030824059,,%,14.9,0.3261921,0,14.08,0.308240588,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.185,0.006755665,,0.167,0.007025298,,g kg-1,1.85,0.067556655,0,1.67,0.070252978,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,moderate,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.49,0.03261921,,0.81,0.017732591,,%,11.32,0.247818427,0,8.1,0.177325906,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.149,0.005441049,,0.13,0.005468795,,g kg-1,1.49,0.054410495,0,1.3,0.054687947,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,55,20.2,24.8,,,5,5,low,heavy,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.132,0.024781843,,0.81,0.017732591,,%,13.9,0.304300012,0,8.1,0.177325906,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,0.005842738,,0.13,0.005468795,,g kg-1,1.6,0.058427377,0,1.3,0.054687947,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,216,article,africa,1,1,1,9.0833,40,1150,550,25.5,,,perennial,warm,0.2458,0.2458,arid,warm,2091,709,23.8,rangeland,,1,53.8,20,26.2,,,5,5,low,moderate,cont,cont,,,,,,,,,,,,10,1,,,,,,,g cm-3,0,1.39,0.030430001,,1.132,0.024781843,,%,13.9,0.304300012,0,11.32,0.247818427,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16,0.005842738,,0.149,0.00626808,,g kg-1,1.6,0.058427377,0,1.49,0.062680801,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,5,65,8,27,,,10,10,none,low,none,cont,,,,,,,,,,,0,4,1,1.02,0.054461329,0.02,1.18,0.069885277,0.03,g cm-3,1,6.04,0.132228207,0.92,6.62,0.111112375,0.75,Mg C ha-1,15.402,0.01800331,0.046,19.529,0.019412798,0.05625,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,5,65,8,27,,,10,10,none,low,none,cont,,,,,,,,,,,4,8,1,1.02,0.054461329,0.02,1.18,0.069885277,0.03,g cm-3,1,3.74,0.081876406,0.23,3.92,0.065794639,0.12,Mg C ha-1,9.537,0.011147745,0.0115,11.564,0.011495191,0.009,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,5,65,8,27,,,10,10,none,low,none,cont,,,,,,,,,,,8,15,2,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,8.26,0.18082864,0.2,9.05,0.151898338,0.44,Mg C ha-1,17.11,0.019999781,0.005714286,18.74642857,0.018634883,0.018857143,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,1,57,25,18,,,10,10,none,low,none,cont,,,,,,,,,,,15,30,2,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,14.61,0.319843394,0.89,14.31,0.240184001,0.7,Mg C ha-1,14.123,0.016508294,0.011866667,13.833,0.01375069,0.014,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,1,57,25,18,,,10,10,none,low,none,cont,,,,,,,,,,,30,45,3,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,8.63,0.188928713,0.47,9.2,0.15441599,0.98,Mg C ha-1,8.342333333,0.009751306,0.006266667,8.893333333,0.008840416,0.0196,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,1,62,17,21,,,10,10,none,low,none,cont,,,,,,,,,,,45,60,4,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,6.55,0.143393171,0.63,7.9,0.132596339,1.35,Mg C ha-1,6.331666667,0.007401049,0.0084,7.636666667,0.007591227,0.027,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,1,62,17,21,,,10,10,none,low,none,cont,,,,,,,,,,,60,90,4,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,14.38,0.314808214,0.84,13.03,0.218700038,1.6,Mg C ha-1,6.950333333,0.008124205,0.0056,6.297833333,0.00626036,0.016,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,5,65,8,27,,,10,10,none,low,none,cont,,,,,,,,,,,0,15,2,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,18.04,0.394933253,0,19.59,0.328805352,0,Mg C ha-1,17.43866667,0.020383958,0,18.937,0.01882432,0,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,1,61,16.5,22.5,,,10,10,none,low,none,cont,,,,,,,,,,,0,30,2,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,32.65,0.714776648,0.9,33.9,0.568989353,1.7,Mg C ha-1,15.78083333,0.018446126,0.006,16.385,0.016287505,0.017,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,1,61.33333333,16.66666667,22,,,10,10,none,low,none,cont,,,,,,,,,,,0,90,4,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,62.21,1.361906746,1.4,64.03,1.074701719,4.3,Mg C ha-1,10.02272222,0.011715503,0.003111111,10.31594444,0.010254562,0.014333333,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,5,65,8,27,,,10,10,none,heavy,none,cont,,,,,,,,,,,0,4,1,1.02,0.054461329,0.02,1.23,0.072846518,0.05,g cm-3,1,5.59,0.122376768,0.4,6.27,0.105237854,0.24,Mg C ha-1,14.2545,0.016662004,0.02,19.28025,0.019165528,0.03,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,5,65,8,27,,,10,10,none,heavy,none,cont,,,,,,,,,,,4,8,1,1.02,0.054461329,0.02,1.23,0.072846518,0.05,g cm-3,1,3.92,0.085816982,0.16,4.38,0.073515439,0.25,Mg C ha-1,9.996,0.011684267,0.008,13.4685,0.013388359,0.03125,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,5,65,8,27,,,10,10,none,heavy,none,cont,,,,,,,,,,,8,15,2,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,9.03,0.197685548,0.31,9.07,0.152234025,0.4,Mg C ha-1,18.705,0.021864168,0.008857143,18.78785714,0.018676065,0.017142857,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,223,article,north america,56,56,2,40.81553,-104.7456,1645,325,6.7,,,perennial,cool,0.3264,0.3264,arid,warm,1121,391,6.7,rangeland,shortgrass steppe,1,57,25,18,,,10,10,none,heavy,none,cont,,,,,,,,,,,15,30,2,1.45,0.077420517,0.02,1.45,0.085875976,0.03,g cm-3,1,12.99,0.284378213,0.82,16.85,0.282816242,0.54,Mg C ha-1,12.557,0.014677806,0.010933333,16.28833333,0.016191414,0.0108,g kg-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
